regionDNO,monthlyMean,Overall,unixTimestamp,Timestamp
10,21.49405529953917,11.88,1646587800,17:30 06-03-2022
10,21.49405529953917,11.88,1646589600,18:00 06-03-2022
10,21.49405529953917,11.88,1646591400,18:30 06-03-2022
10,21.49405529953917,11.41,1646593200,19:00 06-03-2022
10,21.49405529953917,27.06,1646668800,16:00 07-03-2022
10,21.49405529953917,27.06,1646670600,16:30 07-03-2022
10,21.49405529953917,27.06,1646672400,17:00 07-03-2022
10,21.49405529953917,27.06,1646674200,17:30 07-03-2022
10,21.49405529953917,27.06,1646676000,18:00 07-03-2022
10,21.49405529953917,27.06,1646677800,18:30 07-03-2022
10,21.49405529953917,11.67,1646679600,19:00 07-03-2022
10,21.49405529953917,27.06,1646755200,16:00 08-03-2022
10,21.49405529953917,27.06,1646757000,16:30 08-03-2022
10,21.49405529953917,27.06,1646758800,17:00 08-03-2022
10,21.49405529953917,27.06,1646760600,17:30 08-03-2022
10,21.49405529953917,27.06,1646762400,18:00 08-03-2022
10,21.49405529953917,27.06,1646764200,18:30 08-03-2022
10,21.49405529953917,11.67,1646766000,19:00 08-03-2022
10,21.49405529953917,27.06,1646841600,16:00 09-03-2022
10,21.49405529953917,27.06,1646843400,16:30 09-03-2022
10,21.49405529953917,27.06,1646845200,17:00 09-03-2022
10,21.49405529953917,27.06,1646847000,17:30 09-03-2022
10,21.49405529953917,27.06,1646848800,18:00 09-03-2022
10,21.49405529953917,27.06,1646850600,18:30 09-03-2022
10,21.49405529953917,11.67,1646852400,19:00 09-03-2022
10,21.49405529953917,27.06,1646928000,16:00 10-03-2022
10,21.49405529953917,27.06,1646929800,16:30 10-03-2022
10,21.49405529953917,27.06,1646931600,17:00 10-03-2022
10,21.49405529953917,27.06,1646933400,17:30 10-03-2022
10,21.49405529953917,27.06,1646935200,18:00 10-03-2022
10,21.49405529953917,27.06,1646937000,18:30 10-03-2022
10,21.49405529953917,11.67,1646938800,19:00 10-03-2022
10,21.49405529953917,27.06,1647014400,16:00 11-03-2022
10,21.49405529953917,27.06,1647016200,16:30 11-03-2022
10,21.49405529953917,27.06,1647018000,17:00 11-03-2022
10,21.49405529953917,27.06,1647019800,17:30 11-03-2022
10,21.49405529953917,27.06,1647021600,18:00 11-03-2022
10,21.49405529953917,27.06,1647023400,18:30 11-03-2022
10,21.49405529953917,11.67,1647025200,19:00 11-03-2022
10,21.49405529953917,11.88,1647100800,16:00 12-03-2022
10,21.49405529953917,11.88,1647102600,16:30 12-03-2022
10,21.49405529953917,11.88,1647104400,17:00 12-03-2022
10,21.49405529953917,11.88,1647106200,17:30 12-03-2022
10,21.49405529953917,11.88,1647108000,18:00 12-03-2022
10,21.49405529953917,11.88,1647109800,18:30 12-03-2022
10,21.49405529953917,11.41,1647111600,19:00 12-03-2022
10,21.49405529953917,11.88,1647187200,16:00 13-03-2022
10,21.49405529953917,11.88,1647189000,16:30 13-03-2022
10,21.49405529953917,11.88,1647190800,17:00 13-03-2022
10,21.49405529953917,11.88,1647192600,17:30 13-03-2022
10,21.49405529953917,11.88,1647194400,18:00 13-03-2022
10,21.49405529953917,11.88,1647196200,18:30 13-03-2022
10,21.49405529953917,11.41,1647198000,19:00 13-03-2022
10,21.49405529953917,27.06,1647273600,16:00 14-03-2022
10,21.49405529953917,27.06,1647275400,16:30 14-03-2022
10,21.49405529953917,27.06,1647277200,17:00 14-03-2022
10,21.49405529953917,27.06,1647279000,17:30 14-03-2022
10,21.49405529953917,27.06,1647280800,18:00 14-03-2022
10,21.49405529953917,27.06,1647282600,18:30 14-03-2022
10,21.49405529953917,11.67,1647284400,19:00 14-03-2022
10,21.49405529953917,27.06,1647360000,16:00 15-03-2022
10,21.49405529953917,27.06,1647361800,16:30 15-03-2022
10,21.49405529953917,27.06,1647363600,17:00 15-03-2022
10,21.49405529953917,27.06,1647365400,17:30 15-03-2022
10,21.49405529953917,27.06,1647367200,18:00 15-03-2022
10,21.49405529953917,27.06,1647369000,18:30 15-03-2022
10,21.49405529953917,11.67,1647370800,19:00 15-03-2022
10,21.49405529953917,27.06,1647446400,16:00 16-03-2022
10,21.49405529953917,27.06,1647448200,16:30 16-03-2022
10,21.49405529953917,27.06,1647450000,17:00 16-03-2022
10,21.49405529953917,27.06,1647451800,17:30 16-03-2022
10,21.49405529953917,27.06,1647453600,18:00 16-03-2022
10,21.49405529953917,27.06,1647455400,18:30 16-03-2022
10,21.49405529953917,11.67,1647457200,19:00 16-03-2022
10,21.49405529953917,27.06,1647532800,16:00 17-03-2022
10,21.49405529953917,27.06,1647534600,16:30 17-03-2022
10,21.49405529953917,27.06,1647536400,17:00 17-03-2022
10,21.49405529953917,27.06,1647538200,17:30 17-03-2022
10,21.49405529953917,27.06,1647540000,18:00 17-03-2022
10,21.49405529953917,27.06,1647541800,18:30 17-03-2022
10,21.49405529953917,11.67,1647543600,19:00 17-03-2022
10,21.49405529953917,27.06,1647619200,16:00 18-03-2022
10,21.49405529953917,27.06,1647621000,16:30 18-03-2022
10,21.49405529953917,27.06,1647622800,17:00 18-03-2022
10,21.49405529953917,27.06,1647624600,17:30 18-03-2022
10,21.49405529953917,27.06,1647626400,18:00 18-03-2022
10,21.49405529953917,27.06,1647628200,18:30 18-03-2022
10,21.49405529953917,11.67,1647630000,19:00 18-03-2022
10,21.49405529953917,11.88,1647705600,16:00 19-03-2022
10,21.49405529953917,11.88,1647707400,16:30 19-03-2022
10,21.49405529953917,11.88,1647709200,17:00 19-03-2022
10,21.49405529953917,11.88,1647711000,17:30 19-03-2022
10,21.49405529953917,11.88,1647712800,18:00 19-03-2022
10,21.49405529953917,11.88,1647714600,18:30 19-03-2022
10,21.49405529953917,11.41,1647716400,19:00 19-03-2022
10,21.49405529953917,11.88,1647792000,16:00 20-03-2022
10,21.49405529953917,11.88,1647793800,16:30 20-03-2022
10,21.49405529953917,11.88,1647795600,17:00 20-03-2022
10,21.49405529953917,11.88,1647797400,17:30 20-03-2022
10,21.49405529953917,11.88,1647799200,18:00 20-03-2022
